step,t,motion_id,phase,phase_label,mode,base_x,base_y,base_z,upright_cos,com_x,com_y,com_z,com_vx,com_vy,com_vz,lin_momentum_norm,ang_momentum_norm,momentum_norm,cp_x,cp_y,cp_margin,com_margin,support_area,support_mode,contact_left,contact_right,grf_left,grf_right,grf_total,torque_norm,torque_max,tracking_err_rms,head_force,torso_force,push_force,source,trial
10,0.2,trunk_pivot_strike_prep,0.038461538461538464,transition,nominal,0.004011024155268509,0.00020230746429203972,0.7746849010924136,0.9999868035559966,0.023009913699121507,0.00025988865067423227,0.6810777920546776,0.007512273719794985,0.002879029283972607,-0.006467412103391159,0.34415825233093217,0.02471394069049745,0.3450444630941568,0.024989321418822565,0.0010184835851112471,0.07325511606433108,0.07127572077253863,0.04968073800335546,double,1,1,161.34064986665607,169.98367780085988,331.32432766751594,12.658675980910145,7.963686786543474,0.00843565816780778,0.0,0.0,0.0,authored_keyframe,0
11,0.22,trunk_pivot_strike_prep,0.0423076923076923,transition,nominal,0.004063024926661598,0.0002802533719266168,0.7744852076447974,0.9999881606033104,0.023162899215922274,0.0003275586247629529,0.6809207432149906,0.007361354803811951,0.003824202420802142,-0.007277043018328985,0.3679167810985249,0.03234472289970554,0.3693358077865706,0.02510231769355415,0.0013350808859189562,0.0733731334261915,0.07143373978657662,0.049688776834334425,double,1,1,160.77123079808075,171.13574096701194,331.9069717650927,12.893138040359444,8.044703293980971,0.008451037051101135,0.0,0.0,0.0,authored_keyframe,0
12,0.24,trunk_pivot_strike_prep,0.04615384615384615,transition,nominal,0.004097598729711768,0.0003812219941566681,0.7742619604922069,0.9999891950979217,0.023312622245338633,0.0004159148664180171,0.6807457281561489,0.007155763396048279,0.004932121135132526,-0.008088898186373967,0.39584942916585275,0.04109757553468882,0.3979771115098969,0.025197633427889627,0.0017151617781528531,0.07347418099715843,0.07158921519771992,0.04969816991083334,double,1,1,160.1719920715233,172.3069250806765,332.4789171521998,13.166604655137833,8.131415871103474,0.008495579700254012,0.0,0.0,0.0,authored_keyframe,0
13,0.26,trunk_pivot_strike_prep,0.05,transition,nominal,0.004114257526909367,0.0005088462344107304,0.774015206983598,0.9999898323411279,0.023457963516858905,0.0005282167828735247,0.6805527587533019,0.006894821748198754,0.00620275640661229,-0.008902127644583698,0.42861283715648096,0.050831227825742585,0.4316164708367842,0.025273978546799882,0.0021619499340479343,0.0735569905858373,0.07174105302408222,0.04970900023477817,double,1,1,159.55628251653636,173.48372860518003,333.0400111217164,13.481826679555061,8.22351686831267,0.008572062234238524,0.0,0.0,0.0,authored_keyframe,0
14,0.28,trunk_pivot_strike_prep,0.05384615384615385,transition,nominal,0.0041125156887084425,0.0006667058774195116,0.7737450265011847,0.9999899948037264,0.023597771332913412,0.0006676897670032292,0.6803418756499977,0.006576343743465058,0.00763307582901154,-0.009715319253175538,0.4666563876104052,0.061459892228273166,0.4706862038028135,0.025329634609833764,0.0026778407314125437,0.07361984967099655,0.0718881116939957,0.04972134392281411,double,1,1,158.93670495304175,174.65274521541573,333.58945016845746,13.840736342064949,8.320642983102484,0.008682696472692847,0.0,0.0,0.0,authored_keyframe,0
15,0.3,trunk_pivot_strike_prep,0.05769230769230769,transition,nominal,0.004091819268225304,0.0008582572104876887,0.7734515375889734,0.9999896015721309,0.023730838494720987,0.0008374671148957635,0.6801131564358003,0.0061972613625355406,0.009217231968018269,-0.010526766826376032,0.5102134223872752,0.07291342742780421,0.5153970355787911,0.025362597044065197,0.0032643934917670142,0.07366074626844141,0.07202918166865482,0.04973527058229557,double,1,1,158.32503914612693,175.80095601984772,334.12599516597464,14.24443264909495,8.42239469721444,0.008829007960143487,0.0,0.0,0.0,authored_keyframe,0
16,0.32,trunk_pivot_strike_prep,0.061538461538461535,transition,nominal,0.00405150597512038,0.0010867697943615906,0.7731349015949117,0.9999885673409815,0.02385589132161918,0.0010405361730489427,0.6798667196476361,0.005754199246019144,0.010946790884292236,-0.011334634014751913,0.5593138982864829,0.0851239130856778,0.5657544674109434,0.025370715691642346,0.003922338643921905,0.07367751197380948,0.0721629770108888,0.049750843696141904,double,1,1,157.7321538197372,176.9159687893113,334.64812260904847,14.693212302690227,8.52835556505082,0.00901177783422056,0.0,0.0,0.0,authored_keyframe,0
17,0.34,trunk_pivot_strike_prep,0.06538461538461539,transition,nominal,0.0039907925342328445,0.001355271048458484,0.7727953245988551,0.9999868012685853,0.02397158906180271,0.0012796894146645317,0.6796027262834576,0.00524394352285794,0.012810991406381358,-0.012137047417036646,0.6138106640872083,0.09802163201921135,0.6215881045281427,0.025351817776051402,0.004651598002162832,0.07366794703729031,0.07228813694806743,0.04976812103146272,double,1,1,157.16792130046068,177.98621167429218,335.1541329747528,15.186633727793405,8.638109437592393,0.009231045692482929,0.0,0.0,0.0,authored_keyframe,0
18,0.36,trunk_pivot_strike_prep,0.06923076923076922,transition,nominal,0.00390878327934904,0.0016664989839201554,0.7724330586679631,0.9999842059118553,0.024076531309020776,0.0015574809654266537,0.6793213799879084,0.004663784626630801,0.014797026676642674,-0.012932140248089325,0.6734111252952524,0.11153419834069378,0.682585101705948,0.025303805565307667,0.00545131641531814,0.07362991965441394,0.0724032349469262,0.04978715508249093,double,1,1,156.6411454419174,179.0010871699013,335.6422326118187,15.723601960480925,8.751254594415453,0.009486163636692786,0.0,0.0,0.0,authored_keyframe,0
19,0.38,trunk_pivot_strike_prep,0.07307692307692308,transition,nominal,0.0038044930587073362,0.0020228631509924756,0.7720484030666205,0.999980676369499,0.02416927088738601,0.0018761889436407163,0.6790229267282268,0.004011735390654539,0.01689034082509533,-0.01371806099094504,0.7377083350298627,0.1255865376147034,0.7483218331724535,0.025224726552119846,0.006319903238621529,0.07356143729481075,0.07250679276082617,0.049807993554777365,double,1,1,156.15950814351064,179.95108863205743,336.11059677556807,16.302463198700192,8.867414303444907,0.009775886856406237,0.0,0.0,0.0,authored_keyframe,0
20,0.4,trunk_pivot_strike_prep,0.07692307692307693,transition,nominal,0.003676877995006267,0.0024264136755585957,0.771641705796566,0.9999760996982727,0.02424832985088401,0.002237783852632126,0.6787076545290681,0.0032866390607047755,0.01907493509884202,-0.01449295831248833,0.8062085220219561,0.14010094729275202,0.8182911807010712,0.025112817677983484,0.007255082342392466,0.07346069165629722,0.07259729715238014,0.04983067989493014,double,1,1,155.7295367857561,180.8278805815678,336.5574173673239,16.92109978914244,8.986243717891144,0.010098484379425432,0.0,0.0,0.0,authored_keyframe,0
21,0.42,trunk_pivot_strike_prep,0.08076923076923076,transition,nominal,0.0035248687628004496,0.0028788181410012315,0.7712133656688837,0.9999703546266255,0.024312216625059963,0.0026439031655776284,0.6783758936312454,0.0024881890325333575,0.021333679204694547,-0.015254951681636217,0.878354338756437,0.1549970682349426,0.891925128905832,0.024966527398440894,0.008253949651986312,0.0733260811336008,0.07267321740673462,0.04985525386823515,double,1,1,155.35659356243428,181.62434432302734,336.9809378854616,17.577018914949925,9.10743328136169,0.010451854882781109,0.0,0.0,0.0,authored_keyframe,0
22,0.44,trunk_pivot_strike_prep,0.0846153846153846,transition,nominal,0.003347402425391221,0.0033813460156370324,0.770763834978449,0.9999633115677429,0.024359442788398866,0.0030958321719828743,0.6780280172690981,0.0016168845535139732,0.023648624868017724,-0.01600209554656396,0.953544325288363,0.17019182298079258,0.9686134610354973,0.024784520494679104,0.009313037471972731,0.07315621581017864,0.07273302223227537,0.049881752184932335,double,1,1,155.04488699567906,182.33459091182505,337.3794779075041,18.267430790004763,9.230708955674517,0.010833635792609576,0.0,0.0,0.0,authored_keyframe,0
23,0.46,trunk_pivot_strike_prep,0.08846153846153847,transition,nominal,0.0031434502522262697,0.003934860318009277,0.7702936227502313,0.9999548329243372,0.024388538469500304,0.0035944911059771563,0.6776644431220317,0.0006739455967379832,0.026001319573957016,-0.01673234340816488,1.0311494818109488,0.1855994351926657,1.047719620978258,0.0245656707385489,0.01042838505332978,0.07294991017936807,0.07277519512070499,0.049910209174469033,double,1,1,154.79750545007934,182.9539437995131,337.7514492495924,18.989314390150845,9.657225895106452,0.011241298064752799,0.0,0.0,0.0,authored_keyframe,0
24,0.48,trunk_pivot_strike_prep,0.0923076923076923,transition,nominal,0.00291204015488006,0.0045398162359432705,0.7698032984489603,0.9999447736753596,0.024398065767062275,0.004140428543255494,0.6772856353859762,-0.00033879320703325436,0.028373119095772555,-0.017443516726053366,1.1105277993524707,0.20113163080711086,1.128594668623669,0.024309046067833025,0.011595614998199569,0.0727061683362439,0.07279824765598107,0.04994065750563189,double,1,1,154.61647209950365,183.47889353612112,338.0953656356248,19.739470455076386,10.305732893864569,0.011672222975648187,0.0,0.0,0.0,authored_keyframe,0
25,0.5,trunk_pivot_strike_prep,0.09615384615384615,transition,nominal,0.0026522733471692405,0.005196266454844809,0.7692934959842102,0.999932982236049,0.02438662994864892,0.004733821029494389,0.6768921073268485,-0.0014189942832196869,0.030745497750345015,-0.018133282380565167,1.1910373926387559,0.21669808059327403,1.2105899920272492,0.024013890063381973,0.012810015161817456,0.07242416549570656,0.07280073059164766,0.049973128949196075,double,1,1,154.50282051817408,183.90702677557786,338.4098472937519,20.514562622880774,10.95447185205965,0.01212376033862242,0.0,0.0,0.0,authored_keyframe,0
26,0.52,trunk_pivot_strike_prep,0.1,transition,nominal,0.0023633355207762223,0.005903872993613093,0.7687649177976191,0.9999193015843915,0.024352888435348326,0.005374478883185946,0.6764844241161632,-0.0025639242062271876,0.03310035543976996,-0.018799141440275908,1.272048663819862,0.23220709910639625,1.2930691938180663,0.02367960244214364,0.014066625723395197,0.0721032285918739,0.07278124274651464,0.05000765517894111,double,1,1,154.45668984038088,184.23693158032455,338.6936214207054,21.311148163489882,11.601303248628174,0.012593269594788839,0.0,0.0,0.0,authored_keyframe,0
27,0.54,trunk_pivot_strike_prep,0.10384615384615385,transition,nominal,0.0020445032395217384,0.006661925384944588,0.7682183387834365,0.9999035706474777,0.024295557730848145,0.006061858097273261,0.6760632057033658,-0.003770550780846833,0.03542032058713558,-0.019438431298944635,1.3529557620453827,0.24756657717431177,1.375419392107588,0.02330572014514642,0.015360331093008155,0.07174281755667417,0.0727384379003274,0.050044268606988546,double,1,1,154.47743825002667,184.4680806446732,338.9455188946999,22.125699956840766,12.244084812129506,0.013078146303958565,0.0,0.0,0.0,authored_keyframe,0
28,0.56,trunk_pivot_strike_prep,0.1076923076923077,transition,nominal,0.0016951464259605657,0.007469365069213284,0.7676546097627167,0.9998856259395293,0.02421341851250836,0.00679507824744185,0.6756291294435668,-0.005035629093023421,0.037689048252333913,-0.020048342926292952,1.4331875072343914,0.2626850976113853,1.457062075341964,0.022891899507582456,0.016685956352827554,0.0713425077638879,0.07267102991305394,0.05008300325093484,double,1,1,154.56377344468973,184.6006934870348,339.1644669317245,22.954621220871687,12.880663665209559,0.013575836908358833,0.0,0.0,0.0,authored_keyframe,0
29,0.58,trunk_pivot_strike_prep,0.11153846153846153,transition,nominal,0.001314727788395325,0.008324815903430628,0.7670746601984393,0.9998653034402322,0.024105319080493296,0.007572946305628148,0.6751829321646207,-0.006355779257390326,0.03989151326619864,-0.020625955137642826,1.5122179154296829,0.27747316622098966,1.5374636196408669,0.02243789899256725,0.018038368068110718,0.07090197310278587,0.07257779625610394,0.05012389563385291,double,1,1,154.71389875732126,184.6355777283773,339.3494764856986,23.793916457991276,13.508442037140798,0.014083844506974716,0.0,0.0,0.0,authored_keyframe,0
30,0.6,trunk_pivot_strike_prep,0.11538461538461538,transition,nominal,0.0009027892162121452,0.009226612003679363,0.7664795429214252,0.9998424455511167,0.02397016493214089,0.008394034683999475,0.6747254520178754,-0.007728404016471036,0.04201596194577353,-0.02116719354270118,1.5896136842724624,0.29182690409908413,1.6161790145841914,0.02194332776150631,0.0194130643892487,0.07042075654333572,0.07245758798389482,0.050167041463459364,double,1,1,154.92293992169598,184.57234763930796,339.4952875610039,24.639596312248308,14.12468574083866,0.014599624311723732,0.0,0.0,0.0,authored_keyframe,0
31,0.62,trunk_pivot_strike_prep,0.11923076923076922,transition,nominal,0.0004589309121253472,0.010172887125243108,0.7658704192185664,0.9998169032383247,0.023806917413256815,0.009256714919571609,0.6742576167586632,-0.009150815177272289,0.04405352572655188,-0.021666658404617758,1.6650202578472226,0.30564678602368345,1.6928415214804482,0.021407873427448855,0.020806106301708985,0.06989848316081129,0.07230931377284112,0.0502125636058563,double,1,1,155.19149805004,184.41428945638734,339.60578750642736,25.487672400003667,14.726715680651056,0.015120618906492892,0.0,0.0,0.0,authored_keyframe,0
32,0.64,trunk_pivot_strike_prep,0.12307692307692307,transition,nominal,-1.7209144193308665e-05,0.011161706172249422,0.7652486474174982,0.9997885348375652,0.023614592392547526,0.010159230039092105,0.6737805385821058,-0.010620692959754392,0.046000095363837944,-0.022112718604880188,1.7381515415716078,0.31885286642749516,1.7671553219501637,0.020831179840531573,0.022214680970101628,0.06933475465892543,0.0721319552151962,0.05026062117151484,double,1,1,155.5100410330871,184.17042732754985,339.6804683606369,26.332933738535292,15.310767595386876,0.015644282585403575,0.0,0.0,0.0,authored_keyframe,0
33,0.66,trunk_pivot_strike_prep,0.12692307692307692,transition,nominal,-0.0005259563334379445,0.012191281805619533,0.7646158891277637,0.9997571881173961,0.0233922284225349,0.011099774955182964,0.6732956119614955,-0.012138675345760186,0.04786145469117024,-0.022490398471919647,1.809009471596579,0.331321982995795,1.8391001943185152,0.020212136420882976,0.023638526088681104,0.0687284874888307,0.07192459175626478,0.05031153528320216,double,1,1,155.8785873085067,183.83065849592012,339.7092458044268,27.169830694506338,15.870753600588825,0.016167826843286676,0.0,0.0,0.0,authored_keyframe,0
34,0.68,trunk_pivot_strike_prep,0.13076923076923078,transition,nominal,-0.0010676332879989696,0.013260099304248058,0.7639739199871897,0.9997227176582196,0.023138858317037412,0.012076525950169443,0.6728043191952863,-0.01370506646148815,0.04963299749140836,-0.02279239992083084,1.8774221456335631,0.34322819120314124,1.9085385781146558,0.019549713121406142,0.02507464128157981,0.06807869883491136,0.07168632066256056,0.050365703006846965,double,1,1,156.29933856540882,183.44010309220062,339.73944165760946,27.9954052284721,16.407788286708495,0.016688302044884595,0.0,0.0,0.0,authored_keyframe,0
35,0.7000000000000001,trunk_pivot_strike_prep,0.1346153846153846,transition,nominal,-0.0016425712303308104,0.014366705688003752,0.7633243881898745,0.9996849604593758,0.022853526362493364,0.013087684413726347,0.6723079853687114,-0.01531468797486801,0.05131317185433053,-0.023044660528804262,1.9437164209916304,0.35454837041124226,1.9757879623567354,0.018844325787777283,0.026520853827722193,0.06738576870513698,0.07141616526122757,0.05042340116548385,double,1,1,156.75479266423002,182.94579949963241,339.70059216386244,28.80814024180044,16.92056900842859,0.017203218343338517,0.0,0.0,0.0,authored_keyframe,0
36,0.72,trunk_pivot_strike_prep,0.13846153846153844,transition,nominal,-0.0022510558384736382,0.01550927522197216,0.7626686097516739,0.9996437785940527,0.022535469943750427,0.014131409773040806,0.6718076450672262,-0.0169582269487025,0.05289891928232318,-0.023253982570960743,2.00785241199821,0.3652782243748218,2.0408085381949608,0.0180976629502419,0.02797455473449554,0.06665111712037879,0.07111310488042241,0.05048458693137772,double,1,1,157.25927677357856,182.35877325815898,339.61805003173754,29.60553044948668,17.40760127029651,0.017710825341602187,0.0,0.0,0.0,authored_keyframe,0
37,0.74,trunk_pivot_strike_prep,0.1423076923076923,transition,nominal,-0.0028931548426684842,0.016685950477029542,0.7620080183378465,0.9995990373687339,0.022184053636379767,0.015205848037008302,0.6713044417916897,-0.0186310728568649,0.054389579369422986,-0.02341317972492419,2.069709016584015,0.3754169236083334,2.1034812287873446,0.017310305065526083,0.029433753040524258,0.06587512149912303,0.07077633534836826,0.05054918744281435,double,1,1,157.81187707930096,181.67989306597067,339.4917701452717,30.38477226019779,17.866496273910915,0.018209579821213972,0.0,0.0,0.0,authored_keyframe,0
38,0.76,trunk_pivot_strike_prep,0.14615384615384616,transition,nominal,-0.0035687548343183387,0.017894993576742062,0.7613443445722953,0.9995506020958842,0.021798648930642338,0.016309181627751558,0.6707997768197648,-0.020338583201783764,0.055789589824609444,-0.023502803027959016,2.1292745623325824,0.3849277247029319,2.163788232485237,0.01648022872848303,0.03089783210795617,0.06505575955021337,0.07040530958939953,0.050617155679671,double,1,1,158.40975582341386,180.92472195507895,339.3344777784929,31.141751291560762,18.293409742814543,0.01869792001245441,0.0,0.0,0.0,authored_keyframe,0
39,0.78,trunk_pivot_strike_prep,0.15,transition,nominal,-0.004277806489794574,0.019134700230377524,0.7606797096082686,0.9994983746162519,0.021378641319083146,0.01743971866858875,0.6702954137069468,-0.02208096899652644,0.05710947538249513,-0.023502647152226698,2.1866898736993723,0.39374670666427347,2.2218571224874784,0.015606768563947625,0.03236789618979084,0.06419199438222865,0.06999916714064881,0.05068846052252855,double,1,1,159.0492185428404,180.09606983338824,339.1452883762287,31.871971975001657,18.68600664178893,0.01917397372681659,0.0,0.0,0.0,authored_keyframe,0
40,0.8,trunk_pivot_strike_prep,0.15384615384615385,transition,nominal,-0.005020380404311918,0.020403475497064644,0.7600163884546138,0.999442289693508,0.02092349256143274,0.018595910293294625,0.669793261998921,-0.023838412940040056,0.05835733936443041,-0.023405981331461597,2.2419752468052603,0.4019281209927058,2.2777179855575262,0.014694565836362057,0.03384455925685726,0.06328760188578675,0.06955662715876591,0.05076305593915957,double,1,1,159.8010619790217,179.13289098538718,338.9339529644089,32.57332056515533,18.993585989280625,0.019635822586100127,0.0,0.0,0.0,authored_keyframe,0
41,0.8200000000000001,trunk_pivot_strike_prep,0.1576923076923077,transition,nominal,-0.005795876447859178,0.02169912257335139,0.7593542085760346,0.9993826970592384,0.020433207016202708,0.019773960744413746,0.6692927569182464,-0.025561616032743647,0.059318137217631114,-0.023434511176161684,2.2909062202902772,0.41091545071223934,2.3274670390359398,0.013756506970288716,0.03526787196572163,0.062355506046909835,0.06907775610397965,0.0508429139253323,double,1,1,160.75202221704788,177.75246305155488,338.50448526860276,33.254715486007875,19.324317894155914,0.020081506595349498,0.0,0.0,0.0,authored_keyframe,0
42,0.84,trunk_pivot_strike_prep,0.16153846153846152,transition,nominal,-0.0066037425677045285,0.02301761699660599,0.7586950155553508,0.9993188354158392,0.01990845372139412,0.020971437446999665,0.6687958777497238,-0.02729337841668151,0.06029383140429624,-0.023190642840585807,2.3381818722745225,0.4182530751650654,2.3752957926789295,0.012782063708174786,0.03671435323479717,0.06138361269769175,0.06856172773989579,0.05092683472051622,double,1,1,161.70378352346202,176.82187788168991,338.525661405152,33.88094841185831,19.653515168303013,0.02051176959640889,0.0,0.0,0.0,authored_keyframe,0
43,0.86,trunk_pivot_strike_prep,0.16538461538461538,transition,nominal,-0.007442204172630583,0.024355413031183784,0.7580414356145321,0.9992493365397618,0.01934913888489949,0.02218757957239158,0.6683039837513348,-0.02893974083372414,0.06117386587058509,-0.02313670178505639,2.3845461315445498,0.42490852907310506,2.4221080718133012,0.011795657577172049,0.03815440025091067,0.060393710390037825,0.06800554153106099,0.05101499244995243,double,1,1,161.94101584096882,175.7320294786649,337.67304531963373,34.50149382950047,19.920150096101327,0.020923347123287164,0.0,0.0,0.0,authored_keyframe,0
44,0.88,trunk_pivot_strike_prep,0.1692307692307692,transition,nominal,-0.008309830550244571,0.025706227944439372,0.757393012199091,0.9991743143960304,0.01875751205734998,0.023421044880507405,0.667817229755867,-0.03056729738593911,0.06202737870641477,-0.02277468475871636,2.427372906545025,0.4303923724468037,2.465233624160037,0.010782132728429839,0.03960474171560277,0.05937037899521391,0.06741112219582973,0.051108865050115665,double,1,1,163.13763055582496,174.7418458744352,337.8794764302602,35.08283364825511,20.15994015287167,0.021315903679815538,0.0,0.0,0.0,authored_keyframe,0
45,0.9,trunk_pivot_strike_prep,0.17307692307692307,transition,nominal,-0.009204388950986445,0.027075342307686205,0.7567575616360692,0.9990956058288746,0.018132066913999618,0.024671177020192534,0.6673420489961287,-0.03229245973040395,0.06281661621606537,-0.022271028891154912,2.4692101681239844,0.4353376850173529,2.5072929135550046,0.009709569850954603,0.04105496351422985,0.05828296424090573,0.06677798022346455,0.051204512207824,double,1,1,163.7205651352736,173.48805068202094,337.2086158172945,35.61810438173904,20.362663434502668,0.021692849226030358,0.0,0.0,0.0,authored_keyframe,0
46,0.92,trunk_pivot_strike_prep,0.17692307692307693,transition,nominal,-0.010127201746077468,0.028462727296356637,0.7561372822220426,0.9990124062974177,0.017471776501362266,0.025936788258457424,0.6668799988561341,-0.03402159065773517,0.06359042780114266,-0.021587745554512632,2.509957377000326,0.43934644992075955,2.5481191764547293,0.00860136112013188,0.04251665704063702,0.057150516567844874,0.06610114521886902,0.051302395826711984,double,1,1,165.13011483131584,172.08738390911674,337.2174987404326,36.11449524017934,20.51864692030557,0.02204959573426556,0.0,0.0,0.0,authored_keyframe,0
47,0.9400000000000001,trunk_pivot_strike_prep,0.18076923076923077,transition,nominal,-0.011079747265642835,0.02986898025118778,0.7555359189503233,0.9989254298668147,0.016776471910387145,0.02721790242477555,0.6664350255241241,-0.03576337246632583,0.0643680079229286,-0.020752223869790563,2.5507420674479317,0.4426294405746366,2.5888618959519576,0.007455034901528639,0.043994908894292264,0.05597612141522096,0.0653856569461796,0.05140188775990756,double,1,1,166.3876930260687,170.45372000432843,336.8414130303971,36.57116692977071,20.632825000056414,0.022384531132291777,0.0,0.0,0.0,authored_keyframe,0
